ID,Name,Nationality,Team & Contract,foot,Best position,Body type,Age,Overall rating,Height,Weight,Value,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending
5872,K. Izekor,Na_Germany,Tc_Eintracht Braunschweig,F_Left,Bp_ST,Bt_Normal,a1,o2,h2,w2,v3,ta3,ts2,tm4,tp4,tme2,td1
5873,T. Dietrich,Na_Germany,Tc_FC Schalke,F_Left,Bp_LB,Bt_Lean,a3,o2,h4,w4,v2,ta2,ts2,tm2,tp2,tme2,td4
5874,Micael,Na_Brazil,Tc_Inter Miami,F_Left,Bp_CB,Bt_Normal,a4,o4,h5,w5,v4,ta2,ts2,tm3,tp3,tme3,td5
5875,24D. van Wageningen,Na_Netherlands,Tc_Sparta Rotterdam,F_Right,Bp_CB,Bt_Lean,a2,o2,h5,w2,v2,ta2,ts2,tm2,tp2,tme2,td4
5876,24D. Babb,Na_Republic of Ireland,Tc_UCD,F_Right,Bp_RB,Bt_Normal,a1,o1,h3,w2,v1,ta2,ts2,tm2,tp1,tme2,td3
5877,24L. Henry,Na_Belgium,Tc_KAA Gent,F_Right,Bp_CB,Bt_Lean,a2,o2,h5,w3,v2,ta1,ts1,tm1,tp1,tme1,td4
5878,J. Bisanz,Na_Argentina,Tc_Huracán,F_Right,Bp_RM,Bt_Lean,a4,o4,h2,w1,v4,ta5,ts4,tm4,tp3,tme4,td3
5879,26D. Sassi,Na_England,Tc_Blackpool FC,F_Right,Bp_CB,Bt_Normal,a2,o1,h4,w4,v1,ta1,ts1,tm1,tp2,tme1,td3
5880,B. Ward,Na_England,Tc_Reading FC,F_Left,Bp_CB,Bt_Normal,a2,o3,h4,w4,v3,ta2,ts2,tm3,tp4,tme2,td4
5881,26J. Bauress,Na_England,Tc_Burnley,F_Right,Bp_RM,Bt_Lean,a1,o2,h2,w2,v3,ta4,ts4,tm4,tp4,tme4,td4
5882,P. Dahbo,Na_Sweden,Tc_BK Häcken,F_Left,Bp_CAM,Bt_Normal,a1,o4,h4,w4,v4,ta4,ts4,tm5,tp5,tme4,td3
5883,S. Salle,Na_Argentina,Tc_Club Atlético Sarmiento,F_Right,Bp_RB,Bt_Normal,a2,o3,h4,w4,v3,ta4,ts4,tm2,tp4,tme4,td4
5884,Park Se Jin,Na_Korea Republic,Tc_Gimcheon Sangmu FC,F_Right,Bp_CAM,Bt_Normal,a2,o3,h1,w1,v4,ta3,ts4,tm4,tp3,tme4,td4
5885,Han Tae Hui,Na_Korea Republic,Tc_Daegu FC,F_Right,Bp_GK,Bt_Lean,a2,o2,h5,w5,v2,ta1,ts1,tm1,tp1,tme1,td1
5886,25S. Radosavljevic,Na_Faroe Islands,Tc_Sligo Rovers,F_Right,Bp_ST,Bt_Normal,a4,o1,h3,w4,v1,ta3,ts3,tm4,tp4,tme2,td2
5887,23B. Fischer,Na_Germany,Tc_SSV Jahn Regensburg,F_Right,Bp_ST,Bt_Normal,a2,o1,h2,w2,v1,ta3,ts2,tm2,tp1,tme1,td2
5888,24R. Van Den Bergh,Na_Belgium,Tc_KAA Gent,F_Left,Bp_CDM,Bt_Normal,a2,o2,h4,w3,v2,ta3,ts4,tm1,tp2,tme2,td3
5889,A. Abdullahi,Na_Nigeria,Tc_Sunderland,F_Right,Bp_ST,Bt_Normal,a2,o2,h3,w3,v2,ta3,ts2,tm4,tp3,tme2,td1
5890,26M. Capan,Na_Croatia,Tc_Hajduk Split,F_Left,Bp_CM,Bt_Normal,a2,o3,h2,w2,v4,ta3,ts4,tm2,tp3,tme4,td3
5891,24T. Murray,Na_Norway,Tc_Aalesunds FK,F_Right,Bp_RB,Bt_Normal,a5,o3,h1,w3,v2,ta3,ts3,tm5,tp4,tme3,td3
5892,23E. Letaj,Na_Kosovo,Tc_Hajduk Split,F_Left,Bp_LM,Bt_Normal,a1,o2,h2,w2,v3,ta2,ts4,tm5,tp2,tme2,td3
5893,23L. Rodríguez,Na_Venezuela,Tc_Monagas SC,F_Right,Bp_RW,Bt_Normal,a1,o2,h1,w1,v2,ta3,ts2,tm3,tp1,tme2,td2
5894,25A. Al Zahrani,Na_Saudi Arabia,Tc_Al Raed,F_Right,Bp_CAM,Bt_Lean,a2,o1,h3,w1,v1,ta2,ts3,tm3,tp1,tme2,td2
5895,24L. Troncoso,Na_Argentina,Tc_Colón,F_Right,Bp_ST,Bt_Lean,a3,o3,h2,w2,v3,ta4,ts3,tm3,tp4,tme3,td2
5896,A. Sasu,Na_Norway,Tc_AFC Wimbledon,F_Right,Bp_RM,Bt_Lean,a2,o2,h5,w5,v2,ta3,ts3,tm3,tp3,tme1,td2
5897,26W. Flint,Na_England,Tc_Doncaster Rovers,F_Right,Bp_CDM,Bt_Lean,a1,o1,h3,w2,v1,ta1,ts2,tm2,tp3,tme2,td3
5898,25Jader,Na_Brazil,Tc_Universidad Católica,F_Right,Bp_LM,Bt_Normal,a2,o4,h1,w1,v4,ta5,ts4,tm3,tp2,tme2,td2
5899,Ó. Perea,Na_Colombia,Tc_AVS Futebol SAD,F_Right,Bp_CAM,Bt_Normal,a1,o4,h1,w3,v4,ta4,ts4,tm5,tp4,tme3,td2
5900,26Jung Jin Woo,Na_Korea Republic,Tc_Daejeon Citizen,F_Right,Bp_CB,Bt_Normal,a2,o1,h5,w4,v1,ta2,ts2,tm1,tp3,tme3,td3
5901,S. Velásquez,Na_Colombia,Tc_Atlético Nacional,F_Left,Bp_LB,Bt_Normal,a3,o4,h1,w1,v5,ta4,ts4,tm4,tp2,tme3,td5
5902,24B. Espinoza,Na_Bolivia,Tc_Always Ready,F_Right,Bp_ST,Bt_Lean,a2,o2,h1,w1,v3,ta4,ts3,tm4,tp3,tme3,td2
5903,25R. Rocabado,Na_Bolivia,Tc_Universitario de Vinto,F_Left,Bp_CAM,Bt_Lean,a1,o2,h1,w1,v2,ta3,ts4,tm4,tp3,tme4,td3
5904,D. Romero,Na_Dominican Republic,Tc_Bolívar,F_Right,Bp_ST,Bt_Lean,a5,o4,h1,w1,v4,ta4,ts4,tm5,tp5,tme4,td2
5905,25A. Alanoca,Na_Bolivia,Tc_Always Ready,F_Right,Bp_CDM,Bt_Normal,a5,o3,h1,w1,v2,ta4,ts4,tm4,tp4,tme4,td4
5906,24R. Ferrufino,Na_Bolivia,Tc_Always Ready,F_Left,Bp_ST,Bt_Normal,a3,o2,h2,w4,v3,ta4,ts3,tm4,tp4,tme3,td2
5907,25M. Paniagua,Na_Bolivia,Tc_Always Ready,F_Right,Bp_ST,Bt_Lean,a1,o3,h1,w1,v4,ta4,ts3,tm5,tp4,tme3,td1
5908,23J. Jean,Na_Haiti,Tc_Always Ready,F_Right,Bp_ST,Bt_Lean,a4,o3,h1,w1,v3,ta4,ts3,tm3,tp4,tme2,td2
5909,Robson Matheus,Na_Bolivia,Tc_Bolívar,F_Left,Bp_CAM,Bt_Normal,a4,o5,h1,w1,v5,ta5,ts5,tm4,tp5,tme5,td4
5910,25S. Delgadillo,Na_Bolivia,Tc_Always Ready,F_Right,Bp_GK,Bt_Lean,a1,o2,h5,w4,v2,ta1,ts1,tm1,tp1,tme1,td1
5911,25M. Salazar,Na_Bolivia,Tc_Always Ready,F_Right,Bp_CAM,Bt_Normal,a1,o3,h1,w1,v4,ta4,ts4,tm4,tp3,tme5,td4
5912,L. Quintana,Na_Paraguay,Tc_Cerro Porteño,F_Right,Bp_CB,Bt_Lean,a2,o4,h4,w3,v4,ta3,ts2,tm3,tp3,tme4,td5
5913,25P. Luján,Na_Bolivia,Tc_Universitario de Vinto,F_Right,Bp_CM,Bt_Normal,a2,o1,h1,w1,v1,ta3,ts2,tm4,tp2,tme3,td3
5914,J. Niemiec,Na_Germany,Tc_Odense Boldklub,F_Right,Bp_ST,Bt_Normal,a4,o4,h4,w5,v4,ta5,ts4,tm4,tp5,tme4,td2
5915,A. García Basso,Na_Argentina,Tc_Racing Club,F_Left,Bp_CB,Bt_Normal,a5,o5,h2,w4,v4,ta4,ts4,tm3,tp5,tme5,td5
5916,C. Rindov,Na_United States,Tc_LA Galaxy,F_Right,Bp_CB,Bt_Normal,a4,o2,h4,w5,v2,ta1,ts1,tm1,tp2,tme1,td4
5917,M. Marqués,Na_Sweden,Tc_Djurgårdens IF,F_Right,Bp_CB,Bt_Normal,a4,o3,h4,w3,v4,ta1,ts2,tm2,tp3,tme2,td4
5918,P. Walters,Na_United States,Tc_Bohemian FC,F_Right,Bp_GK,Bt_Stocky,a2,o1,h5,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
5919,25M. Bagayoko,Na_Mali,Tc_Carabobo FC,F_Right,Bp_CM,Bt_Normal,a4,o3,h3,w4,v3,ta4,ts4,tm3,tp5,tme5,td5
5920,N. Cobb,Na_United States,Tc_Colorado Rapids,F_Right,Bp_CB,Bt_Normal,a1,o2,h3,w3,v3,ta1,ts1,tm2,tp2,tme2,td5
5921,A. Fortune,Na_Trinidad and Tobago,Tc_Atlanta United,F_Right,Bp_RM,Bt_Normal,a3,o2,h2,w3,v3,ta3,ts3,tm3,tp4,tme4,td3
5922,24K. Tingey,Na_United States,Tc_San Jose Earthquakes,F_Right,Bp_CB,Bt_Normal,a3,o1,h2,w3,v1,ta1,ts1,tm2,tp1,tme1,td4
5923,23C. Cilley,Na_United States,Tc_San Jose Earthquakes,F_Right,Bp_CAM,Bt_Stocky,a2,o1,h2,w5,v1,ta2,ts2,tm2,tp2,tme1,td2
5924,26Lee Taek Keun,Na_Korea Republic,Tc_Suwon FC,F_Right,Bp_LB,Bt_Normal,a4,o2,h2,w1,v2,ta1,ts1,tm4,tp1,tme2,td4
5925,Jung Jae Min,Na_Korea Republic,Tc_Gimcheon Sangmu FC,F_Right,Bp_ST,Bt_Normal,a4,o2,h5,w5,v1,ta3,ts1,tm1,tp4,tme2,td3
5926,23J. Skulstad,Na_Norway,Tc_Aalborg BK,F_Left,Bp_CB,Bt_Stocky,a4,o2,h5,w5,v2,ta2,ts1,tm1,tp3,tme1,td4
5927,25R. Filip,Na_Romania,Tc_FC Botoşani,F_Right,Bp_CM,Bt_Normal,a3,o2,h2,w3,v2,ta3,ts3,tm3,tp4,tme3,td3
5928,23A. Medrano,Na_Colombia,Tc_Estudiantes de Mérida,F_Right,Bp_ST,Bt_Normal,a2,o1,h3,w5,v2,ta2,ts2,tm3,tp2,tme3,td1
5929,23Ü. Bakaran,Na_Türkiye,Tc_Gaziantep FK,F_Right,Bp_CB,Bt_Lean,a5,o5,h4,w3,v4,ta4,ts5,tm1,tp3,tme4,td5
5930,23B. Öztopalcı,Na_Türkiye,Tc_Gaziantep FK,F_Right,Bp_CAM,Bt_Normal,a5,o5,h2,w2,v4,ta5,ts5,tm3,tp5,tme4,td1
5931,23I. Çabuk,Na_Türkiye,Tc_Gaziantep FK,F_Right,Bp_CB,Bt_Normal,a3,o3,h1,w1,v2,ta3,ts3,tm2,tp3,tme4,td5
5932,23A. Arçuray,Na_Türkiye,Tc_Gaziantep FK,F_Right,Bp_CB,Bt_Stocky,a5,o4,h4,w5,v4,ta2,ts2,tm2,tp3,tme4,td5
5933,23V. Bozkapan,Na_Türkiye,Tc_Gaziantep FK,F_Right,Bp_RB,Bt_Normal,a5,o4,h1,w1,v4,ta4,ts5,tm5,tp4,tme5,td5
5934,23D. Balçalan,Na_Türkiye,Tc_Gaziantep FK,F_Left,Bp_LB,Bt_Lean,a5,o4,h4,w3,v4,ta4,ts3,tm2,tp4,tme5,td5
5935,23E. Merdiven,Na_Türkiye,Tc_Gaziantep FK,F_Left,Bp_ST,Bt_Normal,a3,o4,h1,w2,v3,ta5,ts5,tm4,tp4,tme4,td2
5936,23D. Çağlarca,Na_Türkiye,Tc_Gaziantep FK,F_Left,Bp_CAM,Bt_Normal,a5,o4,h2,w1,v4,ta5,ts5,tm2,tp4,tme4,td2
5937,23E. Meridyenci,Na_Türkiye,Tc_Gaziantep FK,F_Right,Bp_ST,Bt_Normal,a4,o4,h2,w3,v4,ta5,ts4,tm3,tp5,tme4,td2
5938,23H. Kitapçı,Na_Türkiye,Tc_Hatayspor,F_Right,Bp_CDM,Bt_Normal,a3,o3,h1,w2,v2,ta3,ts3,tm2,tp3,tme4,td5
5939,23B. Diyar,Na_Türkiye,Tc_Gaziantep FK,F_Right,Bp_CB,Bt_Stocky,a5,o4,h4,w3,v4,ta2,ts2,tm2,tp3,tme4,td5
5940,23G. Balçalan,Na_Türkiye,Tc_Hatayspor,F_Left,Bp_ST,Bt_Stocky,a5,o4,h5,w5,v4,ta5,ts3,tm1,tp5,tme3,td1
5941,23D. Çolpan,Na_Türkiye,Tc_Hatayspor,F_Left,Bp_LB,Bt_Lean,a5,o4,h1,w2,v4,ta4,ts3,tm2,tp4,tme5,td5
5942,23E. Gürparlayan,Na_Türkiye,Tc_Hatayspor,F_Left,Bp_CAM,Bt_Normal,a3,o4,h2,w2,v4,ta5,ts4,tm5,tp5,tme5,td2
5943,23S. Özcü,Na_Türkiye,Tc_Hatayspor,F_Right,Bp_ST,Bt_Normal,a5,o4,h3,w4,v4,ta5,ts4,tm3,tp5,tme4,td2
5944,24J. Torres,Na_Colombia,Tc_Millonarios FC,F_Left,Bp_ST,Bt_Normal,a3,o2,h1,w1,v3,ta3,ts3,tm4,tp1,tme2,td1
5945,24J. Rivas,Na_Colombia,Tc_Águilas Doradas,F_Right,Bp_ST,Bt_Normal,a5,o3,h3,w3,v2,ta4,ts2,tm2,tp4,tme1,td1
5946,25N. Arévalo,Na_Colombia,Tc_Millonarios FC,F_Right,Bp_CM,Bt_Normal,a2,o2,h2,w1,v2,ta2,ts2,tm3,tp2,tme4,td3
5947,J. Torres,Na_Colombia,Tc_Independiente Santa Fe,F_Right,Bp_CDM,Bt_Normal,a3,o4,h2,w2,v4,ta3,ts4,tm2,tp3,tme4,td5
5948,24F. Mosquera,Na_Colombia,Tc_Deportivo Pereira,F_Right,Bp_GK,Bt_Normal,a4,o2,h4,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
5949,S. Korać,Na_Luxembourg,Tc_Venezia,F_Right,Bp_CB,Bt_Normal,a4,o4,h5,w5,v4,ta2,ts2,tm1,tp3,tme3,td5
5950,24D. Ilunga,Na_Sweden,Tc_Degerfors IF,F_Right,Bp_CAM,Bt_Normal,a1,o1,h2,w3,v1,ta2,ts3,tm5,tp1,tme3,td3
5951,26J. Goicochea,Na_Peru,Tc_Platense,F_Right,Bp_ST,Bt_Lean,a2,o2,h4,w4,v3,ta3,ts2,tm2,tp4,tme3,td1
5952,M. Heier,Na_Sweden,Tc_IK Sirius,F_Right,Bp_CAM,Bt_Lean,a4,o4,h3,w3,v4,ta4,ts4,tm5,tp5,tme5,td4
5953,A. Jensen,Na_Denmark,Tc_Aberdeen,F_Right,Bp_RM,Bt_Normal,a4,o4,h2,w4,v4,ta5,ts5,tm4,tp5,tme5,td4
5954,25A. Pickles,Na_England,Tc_Accrington Stanley,F_Right,Bp_CB,Bt_Normal,a1,o1,h5,w5,v1,ta1,ts1,tm1,tp2,tme1,td3
5955,24E. Mercado,Na_Colombia,Tc_Junior FC,F_Right,Bp_RM,Bt_Normal,a2,o2,h1,w3,v2,ta3,ts3,tm2,tp1,tme1,td2
5956,23D. Menderezo,Na_Chile,Tc_CD Everton de Viña del Mar,F_Right,Bp_GK,Bt_Normal,a5,o3,h4,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
5957,25I. Mustapha,Na_Ghana,Tc_LASK Linz,F_Right,Bp_RM,Bt_Stocky,a4,o4,h2,w3,v4,ta4,ts4,tm5,tp5,tme4,td2
5958,26L. Montenegro,Na_Argentina,Tc_Newell's Old Boys,F_Right,Bp_CM,Bt_Lean,a3,o3,h2,w2,v4,ta4,ts4,tm3,tp4,tme4,td3
5959,M. Zalazar,Na_Argentina,Tc_Gimnasia y Esgrima La Plata,F_Right,Bp_RM,Bt_Lean,a4,o4,h1,w2,v4,ta5,ts4,tm4,tp4,tme3,td2
5960,26A. Alonso,Na_Argentina,Tc_Platense,F_Right,Bp_ST,Bt_Lean,a4,o3,h2,w2,v3,ta5,ts4,tm3,tp3,tme2,td2
5961,23G. Requenino,Na_Uruguay,Tc_Club Atlético River Plate,F_Right,Bp_CB,Bt_Normal,a5,o4,h4,w5,v3,ta1,ts1,tm2,tp2,tme2,td5
5962,23G. Parresino,Na_Uruguay,Tc_Club Atlético River Plate,F_Right,Bp_CDM,Bt_Normal,a5,o2,h3,w4,v1,ta2,ts2,tm2,tp2,tme3,td4
5963,23N. Rocheredo,Na_Uruguay,Tc_Peñarol,F_Right,Bp_RB,Bt_Lean,a5,o4,h2,w2,v3,ta2,ts2,tm3,tp1,tme2,td5
5964,23B. Dembino,Na_Uruguay,Tc_Peñarol,F_Right,Bp_CDM,Bt_Normal,a5,o3,h3,w2,v2,ta2,ts2,tm2,tp2,tme3,td4
5965,25H. Pamanez,Na_Uruguay,Tc_Cerro Largo,F_Right,Bp_GK,Bt_Normal,a5,o4,h5,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
5966,26P. Santirano,Na_Argentina,Tc_Peñarol,F_Right,Bp_GK,Bt_Normal,a5,o4,h5,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
5967,26N. Donadinna,Na_Argentina,Tc_Club Nacional de Football,F_Right,Bp_RB,Bt_Normal,a5,o4,h1,w1,v3,ta3,ts2,tm3,tp2,tme3,td5
5968,26R. Pezarano,Na_Uruguay,Tc_Cerro Largo,F_Right,Bp_RB,Bt_Normal,a5,o3,h2,w2,v2,ta2,ts2,tm3,tp2,tme2,td5
5969,26A. Menagas,Na_Uruguay,Tc_Cerro Largo,F_Left,Bp_LB,Bt_Lean,a5,o4,h2,w2,v4,ta4,ts3,tm3,tp2,tme3,td5
5970,26J. Zentiga,Na_Uruguay,Tc_Boston River,F_Right,Bp_CB,Bt_Stocky,a5,o4,h4,w5,v3,ta1,ts1,tm2,tp2,tme2,td5
5971,26T. Sives,Na_Argentina,Tc_Defensa y Justicia,F_Left,Bp_CAM,Bt_Normal,a2,o3,h2,w4,v3,ta4,ts4,tm2,tp3,tme4,td2
5972,26R. Bardana,Na_Peru,Tc_Atlético Grau,F_Right,Bp_CB,Bt_Normal,a5,o4,h3,w4,v3,ta1,ts1,tm2,tp2,tme2,td5
5973,26I. Resvaldo,Na_Uruguay,Tc_Boston River,F_Right,Bp_CB,Bt_Normal,a5,o4,h3,w3,v3,ta2,ts1,tm2,tp2,tme2,td5
5974,26H. Sarnoga,Na_Uruguay,Tc_Peñarol,F_Right,Bp_CDM,Bt_Normal,a5,o4,h3,w3,v3,ta2,ts3,tm2,tp3,tme4,td5
5975,26F. Carvanna,Na_Argentina,Tc_Boston River,F_Right,Bp_CM,Bt_Normal,a5,o4,h3,w4,v3,ta4,ts4,tm3,tp3,tme4,td3
5976,25M. Zanega,Na_Uruguay,Tc_Racing Club de Montevideo,F_Right,Bp_CM,Bt_Normal,a5,o4,h1,w1,v3,ta4,ts4,tm3,tp3,tme4,td3
5977,25N. Meriga,Na_Uruguay,Tc_Cerro Largo,F_Right,Bp_CM,Bt_Normal,a5,o4,h2,w3,v3,ta4,ts4,tm3,tp3,tme4,td3
5978,23A. Gamozeno,Na_Uruguay,Tc_Montevideo Wanderers FC,F_Right,Bp_RW,Bt_Normal,a5,o4,h2,w2,v4,ta4,ts3,tm3,tp3,tme2,td1
5979,26L. Parraso,Na_Uruguay,Tc_Boston River,F_Right,Bp_RW,Bt_Normal,a5,o3,h1,w2,v2,ta4,ts3,tm3,tp3,tme2,td2
5980,24A. Barduaga,Na_Uruguay,Tc_Peñarol,F_Right,Bp_ST,Bt_Normal,a5,o4,h4,w4,v3,ta4,ts3,tm3,tp5,tme2,td1
5981,23A. Poncina,Na_Uruguay,Tc_Montevideo Wanderers FC,F_Right,Bp_ST,Bt_Normal,a5,o3,h4,w4,v3,ta4,ts3,tm2,tp4,tme1,td1
5982,25S. Margarro,Na_Colombia,Tc_Alianza FC,F_Right,Bp_CM,Bt_Normal,a5,o4,h1,w2,v3,ta3,ts3,tm4,tp3,tme4,td3
5983,23M. Barcez,Na_Venezuela,Tc_Caracas FC,F_Right,Bp_ST,Bt_Normal,a5,o2,h4,w4,v1,ta3,ts1,tm1,tp4,tme2,td1
5984,24A. Trasino,Na_Colombia,Tc_Independiente Medellín,F_Right,Bp_ST,Bt_Normal,a5,o4,h4,w4,v3,ta5,ts4,tm2,tp5,tme2,td1
5985,26L. Hernández,Na_Chile,Tc_Universidad Católica,F_Left,Bp_LM,Bt_Normal,a2,o2,h2,w4,v3,ta3,ts3,tm4,tp4,tme3,td2
5986,24I. Orji,Na_England,Tc_Gillingham,F_Right,Bp_RB,Bt_Normal,a2,o1,h2,w2,v1,ta1,ts2,tm3,tp2,tme2,td3
5987,26Depú,Na_Angola,Tc_Radomiak Radom,F_Right,Bp_ST,Bt_Normal,a4,o3,h4,w5,v3,ta4,ts3,tm3,tp5,tme2,td1
5988,23M. Franzotti,Na_Argentina,Tc_Club Atlético Unión,F_Left,Bp_LB,Bt_Lean,a1,o3,h4,w2,v3,ta2,ts3,tm3,tp3,tme3,td4
5989,24A. de Guzman,Na_Bolivia,Tc_Oriente Petrolero,F_Left,Bp_CAM,Bt_Normal,a2,o2,h1,w1,v2,ta2,ts3,tm4,tp1,tme2,td2
5990,D. Yokota,Na_Japan,Tc_Hannover 96,F_Left,Bp_CAM,Bt_Lean,a4,o5,h1,w1,v4,ta4,ts5,tm5,tp2,tme5,td3
5991,25E. Zorrilla,Na_Panama,Tc_Metropolitanos FC,F_Right,Bp_ST,Bt_Normal,a5,o4,h2,w1,v3,ta5,ts3,tm4,tp4,tme3,td1
5992,24F. Azzkoul,Na_Venezuela,Tc_Estudiantes de Mérida,F_Right,Bp_GK,Bt_Normal,a3,o1,h3,w1,v1,ta1,ts1,tm1,tp1,tme1,td1
5993,26A. Torrico,Na_Bolivia,Tc_Nacional Potosí,F_Right,Bp_CAM,Bt_Normal,a2,o4,h1,w1,v4,ta3,ts4,tm5,tp4,tme5,td3
5994,M. Fonseca,Na_Uruguay,Tc_Instituto Atlético Central Córdoba,F_Right,Bp_ST,Bt_Normal,a4,o3,h3,w4,v3,ta5,ts4,tm3,tp4,tme4,td2
5995,F. Gelli,Na_Italy,Tc_Frosinone,F_Right,Bp_CM,Bt_Lean,a5,o4,h1,w2,v3,ta4,ts4,tm4,tp3,tme4,td3
5996,J. Gutiérrez,Na_Panama,Tc_Deportivo La Guaira,F_Left,Bp_LB,Bt_Normal,a5,o5,h1,w1,v4,ta5,ts5,tm5,tp3,tme5,td5
5997,M. Fischer,Na_Denmark,Tc_FK Haugesund,F_Right,Bp_CB,Bt_Normal,a2,o3,h4,w3,v4,ta1,ts2,tm2,tp2,tme1,td4
5998,F. García,Na_Argentina,Tc_Newell's Old Boys,F_Right,Bp_RM,Bt_Normal,a5,o3,h1,w1,v3,ta3,ts4,tm5,tp3,tme2,td2
5999,24M. Rueda,Na_Argentina,Tc_CD Cobresal,F_Right,Bp_CAM,Bt_Normal,a4,o3,h2,w3,v3,ta4,ts4,tm3,tp5,tme5,td3
6000,25C. Barrera,Na_Chile,Tc_Coquimbo Unido,F_Right,Bp_RM,Bt_Normal,a5,o3,h2,w2,v3,ta3,ts4,tm4,tp2,tme3,td4
6001,D. Coelho,Na_Uruguay,Tc_Audax Italiano,F_Left,Bp_ST,Bt_Normal,a5,o4,h3,w5,v4,ta5,ts4,tm3,tp5,tme4,td2
6002,23B. Tapia,Na_Chile,Tc_Audax Italiano,F_Right,Bp_CB,Bt_Normal,a1,o2,h3,w4,v2,ta2,ts1,tm1,tp2,tme2,td4
6003,24J. Castro,Na_Chile,Tc_CD Cobresal,F_Right,Bp_ST,Bt_Normal,a5,o3,h2,w2,v3,ta5,ts2,tm3,tp4,tme3,td1
6004,B. Antúnez,Na_Uruguay,Tc_Boston River,F_Right,Bp_GK,Bt_Normal,a3,o4,h3,w5,v4,ta1,ts1,tm1,tp1,tme1,td1
6005,Carlos Álvarez,Na_Spain,Tc_Levante UD,F_Left,Bp_CAM,Bt_Stocky,a2,o5,h1,w3,v5,ta5,ts5,tm5,tp5,tme5,td2
6006,E. Karzev,Na_Israel,Tc_Shenzhen Peng City,F_Right,Bp_CDM,Bt_Normal,a4,o5,h4,w3,v4,ta5,ts5,tm4,tp5,tme5,td5
6007,26Kang Hyun Je,Na_Korea Republic,Tc_Pohang Steelers,F_Right,Bp_CAM,Bt_Lean,a3,o1,h3,w3,v1,ta2,ts3,tm1,tp2,tme2,td2
6008,25Kim Jeong Hyeon,Na_Korea Republic,Tc_Pohang Steelers,F_Left,Bp_CAM,Bt_Normal,a2,o1,h3,w3,v1,ta2,ts2,tm1,tp1,tme2,td2
6009,25Park Hyung Woo,Na_Korea Republic,Tc_Pohang Steelers,F_Right,Bp_RM,Bt_Normal,a1,o1,h1,w2,v1,ta1,ts2,tm2,tp1,tme1,td1
6010,25Yoon Jae Woon,Na_Korea Republic,Tc_Pohang Steelers,F_Right,Bp_CAM,Bt_Normal,a3,o1,h2,w4,v1,ta1,ts2,tm1,tp1,tme1,td2
6011,Park Gi Hyun,Na_Korea Republic,Tc_Daegu FC,F_Right,Bp_RM,Bt_Normal,a2,o1,h1,w1,v2,ta2,ts2,tm4,tp3,tme2,td1
6012,25Lee Dong Jin,Na_Korea Republic,Tc_Gangwon FC,F_Right,Bp_CB,Bt_Normal,a4,o1,h4,w4,v1,ta1,ts1,tm1,tp1,tme1,td3
6013,Lee Seung Won,Na_Korea Republic,Tc_Gangwon FC,F_Right,Bp_CAM,Bt_Normal,a3,o4,h1,w1,v4,ta4,ts5,tm3,tp4,tme4,td3
6014,24Jeon Hyeon Byung,Na_Korea Republic,Tc_Gangwon FC,F_Right,Bp_CB,Bt_Normal,a4,o1,h5,w5,v1,ta1,ts1,tm1,tp1,tme1,td3
6015,24O. Pettersson,Na_Finland,Tc_HJK Helsinki,F_Right,Bp_CB,Bt_Lean,a2,o1,h4,w4,v2,ta1,ts1,tm2,tp2,tme1,td3
6016,N. Oliveira,Na_Germany,Tc_SSV Jahn Regensburg,F_Right,Bp_RM,Bt_Normal,a2,o3,h2,w3,v3,ta2,ts3,tm3,tp2,tme3,td3
6017,Kim Do Hyun,Na_Korea Republic,Tc_Gangwon FC,F_Right,Bp_RM,Bt_Lean,a2,o1,h2,w2,v1,ta2,ts2,tm4,tp2,tme2,td2
6018,L. Ferreira,Na_Uruguay,Tc_Peñarol,F_Right,Bp_CB,Bt_Lean,a4,o5,h5,w4,v5,ta3,ts3,tm2,tp5,tme4,td5
6019,24E. García,Na_Uruguay,Tc_Danubio FC,F_Left,Bp_LM,Bt_Normal,a4,o3,h1,w1,v3,ta4,ts4,tm4,tp3,tme4,td2
6020,26Yu Sun,Na_Korea Republic,Tc_Gimcheon Sangmu FC,F_Right,Bp_CB,Bt_Normal,a2,o1,h4,w3,v1,ta1,ts1,tm1,tp1,tme1,td4
6021,I. Hughes,Na_New Zealand,Tc_Wellington Phoenix,F_Right,Bp_CB,Bt_Normal,a2,o3,h3,w3,v3,ta3,ts2,tm2,tp4,tme3,td4
6022,T. Rommens,Na_Belgium,Tc_Rangers FC,F_Left,Bp_LB,Bt_Normal,a3,o4,h4,w4,v5,ta4,ts5,tm3,tp3,tme3,td5
6023,26E. Vargas,Na_Venezuela,Tc_Deportivo Táchira,F_Right,Bp_GK,Bt_Normal,a1,o2,h4,w2,v2,ta1,ts1,tm1,tp1,tme1,td1
6024,23N. Salihamidžić Copado,Na_Bosnia and Herzegovina,Tc_Cosenza,F_Right,Bp_RB,Bt_Normal,a1,o1,h2,w3,v1,ta1,ts1,tm2,tp1,tme2,td3
